2.500000000000000000e-01,4.579647541046142578e+00,4.371105194091796875e+00,4.486736297607421875e+00,4.471653461456298828e+00,6.685926437377929688e+00,6.899637699127197266e+00
5.000000000000000000e-01,4.583160877227783203e+00,4.533971309661865234e+00,4.379739761352539062e+00,4.385210514068603516e+00,4.438122749328613281e+00,4.384683132171630859e+00
7.500000000000000000e-01,4.563846111297607422e+00,4.529077529907226562e+00,4.478646755218505859e+00,4.507656097412109375e+00,4.381648063659667969e+00,4.367357254028320312e+00
1.000000000000000000e+00,4.554716587066650391e+00,4.504391670227050781e+00,4.476758003234863281e+00,4.691869735717773438e+00,4.544312477111816406e+00,4.429471492767333984e+00
1.250000000000000000e+00,4.525603771209716797e+00,4.311341285705566406e+00,4.197781085968017578e+00,4.192945480346679688e+00,4.116057395935058594e+00,4.064194202423095703e+00
1.500000000000000000e+00,4.480667591094970703e+00,4.474366188049316406e+00,3.893636226654052734e+00,3.917745351791381836e+00,3.865822553634643555e+00,3.843641757965087891e+00
1.750000000000000000e+00,4.383915901184082031e+00,4.412723064422607422e+00,4.152499675750732422e+00,4.181493282318115234e+00,3.729300737380981445e+00,3.772584438323974609e+00
2.000000000000000000e+00,4.323127746582031250e+00,4.284969329833984375e+00,4.173695564270019531e+00,4.247431278228759766e+00,3.938308954238891602e+00,3.978764772415161133e+00
2.250000000000000000e+00,4.362308502197265625e+00,4.164455890655517578e+00,3.878582715988159180e+00,3.899916410446166992e+00,3.654756546020507812e+00,3.681575775146484375e+00
2.500000000000000000e+00,4.322521686553955078e+00,4.347873687744140625e+00,3.647493839263916016e+00,3.641867637634277344e+00,3.502885818481445312e+00,3.581412076950073242e+00
2.750000000000000000e+00,4.213010311126708984e+00,4.270195484161376953e+00,3.909831285476684570e+00,3.962680578231811523e+00,3.439091444015502930e+00,3.496407747268676758e+00
3.000000000000000000e+00,4.125852108001708984e+00,4.285490512847900391e+00,3.911573886871337891e+00,4.043787002563476562e+00,3.535959005355834961e+00,3.645148038864135742e+00
3.250000000000000000e+00,4.194973945617675781e+00,3.820653200149536133e+00,3.644491910934448242e+00,3.685541391372680664e+00,3.360558509826660156e+00,3.421322584152221680e+00
3.500000000000000000e+00,4.138919830322265625e+00,4.212956428527832031e+00,3.427712440490722656e+00,3.442208528518676758e+00,3.256116390228271484e+00,3.289994478225708008e+00
3.750000000000000000e+00,4.013175964355468750e+00,4.182476043701171875e+00,3.672718048095703125e+00,3.764903545379638672e+00,3.277541399002075195e+00,3.249730825424194336e+00
4.000000000000000000e+00,3.932059049606323242e+00,4.045651912689208984e+00,3.704829692840576172e+00,3.922199249267578125e+00,3.330637216567993164e+00,3.386182069778442383e+00
4.250000000000000000e+00,3.980994224548339844e+00,3.625939130783081055e+00,3.397908687591552734e+00,3.447250366210937500e+00,3.148688316345214844e+00,3.254715204238891602e+00
4.500000000000000000e+00,3.899049997329711914e+00,3.975914955139160156e+00,3.282100677490234375e+00,3.246616125106811523e+00,3.125151872634887695e+00,3.165326118469238281e+00
4.750000000000000000e+00,3.811823368072509766e+00,4.035918235778808594e+00,3.473379611968994141e+00,3.508538961410522461e+00,3.067357540130615234e+00,3.205167531967163086e+00
5.000000000000000000e+00,3.756770610809326172e+00,3.817610979080200195e+00,3.594487905502319336e+00,3.784968852996826172e+00,3.056088924407958984e+00,3.162553548812866211e+00
5.250000000000000000e+00,3.870168447494506836e+00,3.432003974914550781e+00,3.195077657699584961e+00,3.282530069351196289e+00,2.977792501449584961e+00,3.023467063903808594e+00
5.500000000000000000e+00,3.834096431732177734e+00,3.660721540451049805e+00,3.110330104827880859e+00,3.183748483657836914e+00,2.888508796691894531e+00,2.968896389007568359e+00
5.750000000000000000e+00,3.728219509124755859e+00,3.724827289581298828e+00,3.202204942703247070e+00,3.369755029678344727e+00,2.932310104370117188e+00,2.953287601470947266e+00
6.000000000000000000e+00,3.685985088348388672e+00,3.549996852874755859e+00,3.263214349746704102e+00,3.510956525802612305e+00,2.825745820999145508e+00,2.958430528640747070e+00
6.250000000000000000e+00,3.775235176086425781e+00,3.305139780044555664e+00,2.990745782852172852e+00,3.060301065444946289e+00,2.772117376327514648e+00,2.875953435897827148e+00
6.500000000000000000e+00,3.760156631469726562e+00,3.471295595169067383e+00,3.138890743255615234e+00,2.966661691665649414e+00,2.754075765609741211e+00,2.829423427581787109e+00
6.750000000000000000e+00,3.663798809051513672e+00,3.512954235076904297e+00,2.911945581436157227e+00,3.029339551925659180e+00,2.759188175201416016e+00,2.825266122817993164e+00
7.000000000000000000e+00,3.581424236297607422e+00,3.344431638717651367e+00,3.016557693481445312e+00,3.227132320404052734e+00,2.690748929977416992e+00,2.901160955429077148e+00
7.250000000000000000e+00,3.578567981719970703e+00,3.171454191207885742e+00,2.782594442367553711e+00,3.020971059799194336e+00,2.632601261138916016e+00,2.752450704574584961e+00
7.500000000000000000e+00,3.605504274368286133e+00,3.264428853988647461e+00,2.716427087783813477e+00,3.106405496597290039e+00,2.690595149993896484e+00,2.727428913116455078e+00
7.750000000000000000e+00,3.524584054946899414e+00,3.168131589889526367e+00,2.680776119232177734e+00,2.927629709243774414e+00,2.587643146514892578e+00,2.612058877944946289e+00
8.000000000000000000e+00,3.660552740097045898e+00,3.115994215011596680e+00,2.778989791870117188e+00,3.042367696762084961e+00,2.561558961868286133e+00,2.615081548690795898e+00
8.250000000000000000e+00,3.381224155426025391e+00,3.018646240234375000e+00,2.704580068588256836e+00,2.745096683502197266e+00,2.569267511367797852e+00,2.576071739196777344e+00
8.500000000000000000e+00,3.476513385772705078e+00,3.026439666748046875e+00,2.561695098876953125e+00,2.756226062774658203e+00,2.576751470565795898e+00,2.508662462234497070e+00
8.750000000000000000e+00,3.473235607147216797e+00,3.003644466400146484e+00,2.537982463836669922e+00,2.672105312347412109e+00,2.480446338653564453e+00,2.704713821411132812e+00
9.000000000000000000e+00,3.498253583908081055e+00,2.978250980377197266e+00,2.613926172256469727e+00,2.855462789535522461e+00,2.451583623886108398e+00,2.462292194366455078e+00
9.250000000000000000e+00,3.172803163528442383e+00,2.994439363479614258e+00,2.545094490051269531e+00,2.684387207031250000e+00,2.428440332412719727e+00,2.479355573654174805e+00
9.500000000000000000e+00,3.334124326705932617e+00,2.945023775100708008e+00,2.514781236648559570e+00,2.535451650619506836e+00,2.383128643035888672e+00,2.514633178710937500e+00
9.750000000000000000e+00,3.305192232131958008e+00,2.879312515258789062e+00,2.435643434524536133e+00,2.531513929367065430e+00,2.460718870162963867e+00,2.720015764236450195e+00
1.000000000000000000e+01,3.337328433990478516e+00,2.839803457260131836e+00,2.541482210159301758e+00,2.610334157943725586e+00,2.391125679016113281e+00,2.474610567092895508e+00
1.025000000000000000e+01,3.036657571792602539e+00,2.783940553665161133e+00,2.500882148742675781e+00,2.449869871139526367e+00,2.374007463455200195e+00,2.568371772766113281e+00
1.050000000000000000e+01,3.122894048690795898e+00,2.761153221130371094e+00,2.376151323318481445e+00,2.570344448089599609e+00,2.375234842300415039e+00,2.369972944259643555e+00
1.075000000000000000e+01,3.179121255874633789e+00,2.727935314178466797e+00,2.353413343429565430e+00,2.360197544097900391e+00,2.316451549530029297e+00,2.457940340042114258e+00
1.100000000000000000e+01,3.207444190979003906e+00,2.708639144897460938e+00,2.367498874664306641e+00,2.467150688171386719e+00,2.263979196548461914e+00,2.235589981079101562e+00
1.125000000000000000e+01,2.904025316238403320e+00,2.726734876632690430e+00,2.377471685409545898e+00,2.345459938049316406e+00,2.234168291091918945e+00,2.237580060958862305e+00
1.150000000000000000e+01,3.027866363525390625e+00,2.656257152557373047e+00,2.270066738128662109e+00,2.320771217346191406e+00,2.226501464843750000e+00,2.305774211883544922e+00
1.175000000000000000e+01,3.068987369537353516e+00,2.622684478759765625e+00,2.221452236175537109e+00,2.279722929000854492e+00,2.391052961349487305e+00,2.401190280914306641e+00
1.200000000000000000e+01,3.090242385864257812e+00,2.709765911102294922e+00,2.267436504364013672e+00,2.383197069168090820e+00,2.167307376861572266e+00,2.204893827438354492e+00
1.225000000000000000e+01,2.704729318618774414e+00,2.584058284759521484e+00,2.253423929214477539e+00,2.439322948455810547e+00,2.176706552505493164e+00,2.226690769195556641e+00
1.250000000000000000e+01,2.837279796600341797e+00,2.550870418548583984e+00,2.376203775405883789e+00,2.320034027099609375e+00,2.187013864517211914e+00,2.191877841949462891e+00
1.275000000000000000e+01,2.893561363220214844e+00,2.533532619476318359e+00,2.177783489227294922e+00,2.141946792602539062e+00,2.209743261337280273e+00,2.148267269134521484e+00
1.300000000000000000e+01,2.851481914520263672e+00,2.665281772613525391e+00,2.240750312805175781e+00,2.201237916946411133e+00,2.018946647644042969e+00,2.070448875427246094e+00
1.325000000000000000e+01,2.805489063262939453e+00,2.511462688446044922e+00,2.227167367935180664e+00,2.310263633728027344e+00,2.077005624771118164e+00,2.160444974899291992e+00
1.350000000000000000e+01,2.768431663513183594e+00,2.506671190261840820e+00,2.182298660278320312e+00,2.215759992599487305e+00,2.082925796508789062e+00,2.117203950881958008e+00
1.375000000000000000e+01,2.799939632415771484e+00,2.495766401290893555e+00,2.092229366302490234e+00,2.064426183700561523e+00,1.978855133056640625e+00,2.150038480758666992e+00
1.400000000000000000e+01,2.729034662246704102e+00,2.573589563369750977e+00,2.138872385025024414e+00,2.107177257537841797e+00,1.930102705955505371e+00,2.032183885574340820e+00
1.425000000000000000e+01,2.599518060684204102e+00,2.441944360733032227e+00,2.123466014862060547e+00,2.172404289245605469e+00,1.900042414665222168e+00,2.298969745635986328e+00
1.450000000000000000e+01,2.548295974731445312e+00,2.477255105972290039e+00,2.173273086547851562e+00,2.250168323516845703e+00,1.956844687461853027e+00,2.305900812149047852e+00
1.475000000000000000e+01,2.643767118453979492e+00,2.430640459060668945e+00,1.994659423828125000e+00,2.016301631927490234e+00,2.130069494247436523e+00,2.083549022674560547e+00
1.500000000000000000e+01,2.590901613235473633e+00,2.471513748168945312e+00,1.975560903549194336e+00,2.030643224716186523e+00,1.971056222915649414e+00,2.008122920989990234e+00
1.525000000000000000e+01,2.446199893951416016e+00,2.341768741607666016e+00,2.020601987838745117e+00,2.113146781921386719e+00,1.986282825469970703e+00,2.012817621231079102e+00
1.550000000000000000e+01,2.441279888153076172e+00,2.357881546020507812e+00,2.107276916503906250e+00,2.120464563369750977e+00,2.087855577468872070e+00,2.102204799652099609e+00
1.575000000000000000e+01,2.476973772048950195e+00,2.360273361206054688e+00,1.962385177612304688e+00,1.979923605918884277e+00,2.024546146392822266e+00,2.079812288284301758e+00
1.600000000000000000e+01,2.331485509872436523e+00,2.372014999389648438e+00,1.984586119651794434e+00,2.023544073104858398e+00,1.825373768806457520e+00,1.884567379951477051e+00
1.625000000000000000e+01,2.318345069885253906e+00,2.298365354537963867e+00,2.031507730484008789e+00,2.190517663955688477e+00,1.932387113571166992e+00,1.959909558296203613e+00
1.650000000000000000e+01,2.378734111785888672e+00,2.334597349166870117e+00,2.122004270553588867e+00,2.295316696166992188e+00,1.916825771331787109e+00,2.018399953842163086e+00
1.675000000000000000e+01,2.467801094055175781e+00,2.472536802291870117e+00,1.981722116470336914e+00,1.995764851570129395e+00,1.879909396171569824e+00,1.994472026824951172e+00
1.700000000000000000e+01,2.322490930557250977e+00,2.311962127685546875e+00,1.935541987419128418e+00,1.979287505149841309e+00,1.769846677780151367e+00,1.882073998451232910e+00
1.725000000000000000e+01,2.335206985473632812e+00,2.300350189208984375e+00,1.955994963645935059e+00,2.073956012725830078e+00,1.820624589920043945e+00,1.905080676078796387e+00
1.750000000000000000e+01,2.359466075897216797e+00,2.304181575775146484e+00,2.046228170394897461e+00,1.986155629158020020e+00,1.852340579032897949e+00,2.002368450164794922e+00
1.775000000000000000e+01,2.436658382415771484e+00,2.252960443496704102e+00,1.837918400764465332e+00,1.824684739112854004e+00,1.871931791305541992e+00,1.990753889083862305e+00
1.800000000000000000e+01,2.247878313064575195e+00,2.163315773010253906e+00,1.875826358795166016e+00,1.847932577133178711e+00,1.747621893882751465e+00,1.846970081329345703e+00
1.825000000000000000e+01,2.227328062057495117e+00,2.212093830108642578e+00,1.914910912513732910e+00,2.034566164016723633e+00,1.941418170928955078e+00,1.860285401344299316e+00
1.850000000000000000e+01,2.218239307403564453e+00,2.245086431503295898e+00,2.122896194458007812e+00,1.933944940567016602e+00,2.003066301345825195e+00,1.802950382232666016e+00
1.875000000000000000e+01,2.279565334320068359e+00,2.296292066574096680e+00,1.932065844535827637e+00,1.821839094161987305e+00,1.892902731895446777e+00,1.784007430076599121e+00
1.900000000000000000e+01,2.221421003341674805e+00,2.190658569335937500e+00,1.870648026466369629e+00,1.789316654205322266e+00,1.719901561737060547e+00,1.668254852294921875e+00
1.925000000000000000e+01,2.218956470489501953e+00,2.182498931884765625e+00,1.898401379585266113e+00,1.861647486686706543e+00,1.775927543640136719e+00,1.795510292053222656e+00
1.950000000000000000e+01,2.208911180496215820e+00,2.171781301498413086e+00,2.000923633575439453e+00,1.926641583442687988e+00,1.830942153930664062e+00,1.841187715530395508e+00
1.975000000000000000e+01,2.222791910171508789e+00,2.324939727783203125e+00,1.873145341873168945e+00,1.729393005371093750e+00,1.865628480911254883e+00,1.828004240989685059e+00
2.000000000000000000e+01,2.203919172286987305e+00,2.185053110122680664e+00,1.798727154731750488e+00,1.691919565200805664e+00,1.698042631149291992e+00,1.703944563865661621e+00
2.025000000000000000e+01,2.194302320480346680e+00,2.191542863845825195e+00,1.823843955993652344e+00,1.832790017127990723e+00,1.776339054107666016e+00,1.754553914070129395e+00
2.050000000000000000e+01,2.147521257400512695e+00,2.193267583847045898e+00,1.972941040992736816e+00,1.884950637817382812e+00,1.898547887802124023e+00,1.889989852905273438e+00
