2.500000000000000000e-01,1.520000025629997253e-02,1.989999972283840179e-02,4.010000079870223999e-02,3.959999978542327881e-02,3.880000114440917969e-02,3.209999948740005493e-02,1.219999976456165314e-02,1.300000026822090149e-02,2.889999933540821075e-02
5.000000000000000000e-01,1.439999975264072418e-02,1.840000040829181671e-02,2.510000020265579224e-02,5.150000005960464478e-02,4.720000177621841431e-02,4.239999875426292419e-02,3.040000051259994507e-02,5.370000004768371582e-02,4.580000042915344238e-02
7.500000000000000000e-01,1.449999958276748657e-02,1.420000009238719940e-02,2.290000021457672119e-02,3.330000117421150208e-02,3.550000116229057312e-02,2.160000056028366089e-02,3.500000014901161194e-02,5.750000104308128357e-02,4.410000145435333252e-02
1.000000000000000000e+00,2.429999969899654388e-02,1.030000019818544388e-02,2.690000087022781372e-02,4.149999842047691345e-02,2.419999986886978149e-02,2.360000088810920715e-02,1.590000092983245850e-02,3.500000014901161194e-02,3.629999980330467224e-02
1.250000000000000000e+00,2.510000020265579224e-02,4.250000044703483582e-02,5.959999933838844299e-02,8.340000361204147339e-02,8.309999853372573853e-02,7.320000231266021729e-02,9.290000051259994507e-02,1.098000034689903259e-01,9.730000048875808716e-02
1.500000000000000000e+00,3.290000185370445251e-02,1.740000024437904358e-02,3.830000013113021851e-02,1.339000016450881958e-01,1.130999997258186340e-01,1.151999980211257935e-01,1.200999990105628967e-01,1.146000027656555176e-01,1.177000030875205994e-01
1.750000000000000000e+00,4.380000010132789612e-02,2.859999984502792358e-02,5.620000138878822327e-02,8.910000324249267578e-02,8.389999717473983765e-02,7.540000230073928833e-02,1.341000050306320190e-01,1.168000027537345886e-01,1.254000067710876465e-01
2.000000000000000000e+00,4.479999840259552002e-02,4.470000043511390686e-02,8.200000226497650146e-02,9.160000085830688477e-02,9.880000352859497070e-02,6.719999760389328003e-02,1.130999997258186340e-01,1.216000020503997803e-01,1.041999980807304382e-01
2.250000000000000000e+00,4.580000042915344238e-02,4.450000077486038208e-02,7.509999722242355347e-02,1.322000026702880859e-01,1.163000017404556274e-01,1.234000027179718018e-01,1.645999997854232788e-01,1.504999995231628418e-01,1.508000046014785767e-01
2.500000000000000000e+00,6.030000001192092896e-02,1.620000042021274567e-02,5.339999869465827942e-02,1.650999933481216431e-01,1.414999961853027344e-01,1.528999954462051392e-01,1.764000058174133301e-01,1.695999950170516968e-01,1.691000014543533325e-01
2.750000000000000000e+00,8.190000057220458984e-02,2.979999966919422150e-02,7.540000230073928833e-02,1.177999973297119141e-01,1.027000024914741516e-01,9.279999881982803345e-02,1.756000071763992310e-01,1.814000010490417480e-01,1.669999957084655762e-01
3.000000000000000000e+00,9.700000286102294922e-02,4.390000179409980774e-02,5.480000004172325134e-02,1.306000053882598877e-01,1.089999973773956299e-01,7.919999957084655762e-02,1.860000044107437134e-01,1.722999960184097290e-01,1.601999998092651367e-01
3.250000000000000000e+00,6.909999996423721313e-02,9.939999878406524658e-02,1.217999979853630066e-01,1.594000011682510376e-01,1.567000001668930054e-01,1.429000049829483032e-01,1.984000056982040405e-01,2.029000073671340942e-01,1.938000023365020752e-01
3.500000000000000000e+00,8.259999752044677734e-02,5.229999870061874390e-02,6.530000269412994385e-02,1.969999969005584717e-01,1.879000067710876465e-01,1.865999996662139893e-01,2.113000005483627319e-01,2.071000039577484131e-01,2.050999999046325684e-01
