2.500000000000000000e-01,2.523986625671386719e+01,4.579647541046142578e+00,4.452421665191650391e+00,6.685926437377929688e+00,6.007936000823974609e+00
5.000000000000000000e-01,2.800401878356933594e+01,4.583160877227783203e+00,4.437827110290527344e+00,4.438122749328613281e+00,4.489721298217773438e+00
7.500000000000000000e-01,3.121391296386718750e+01,4.563846111297607422e+00,4.501155853271484375e+00,4.381648063659667969e+00,4.456650257110595703e+00
1.000000000000000000e+00,2.462547302246093750e+01,4.554716587066650391e+00,4.923325061798095703e+00,4.544312477111816406e+00,4.491288185119628906e+00
1.250000000000000000e+00,1.821144676208496094e+01,4.525603771209716797e+00,4.262454509735107422e+00,4.116057395935058594e+00,4.109728813171386719e+00
1.500000000000000000e+00,2.018311691284179688e+01,4.480667591094970703e+00,3.990108489990234375e+00,3.865822553634643555e+00,3.886351585388183594e+00
1.750000000000000000e+00,1.584374523162841797e+01,4.383915901184082031e+00,4.215894699096679688e+00,3.729300737380981445e+00,3.810565710067749023e+00
2.000000000000000000e+00,1.420993328094482422e+01,4.323127746582031250e+00,4.229493141174316406e+00,3.938308954238891602e+00,3.764772653579711914e+00
2.250000000000000000e+00,9.406331062316894531e+00,4.362308502197265625e+00,4.009511947631835938e+00,3.654756546020507812e+00,3.570738315582275391e+00
2.500000000000000000e+00,7.434500694274902344e+00,4.322521686553955078e+00,3.725434303283691406e+00,3.502885818481445312e+00,3.612471103668212891e+00
2.750000000000000000e+00,7.012741565704345703e+00,4.213010311126708984e+00,4.026252269744873047e+00,3.439091444015502930e+00,3.436394453048706055e+00
3.000000000000000000e+00,6.786437511444091797e+00,4.125852108001708984e+00,4.044953823089599609e+00,3.535959005355834961e+00,3.474028110504150391e+00
3.250000000000000000e+00,5.330237388610839844e+00,4.194973945617675781e+00,3.810466766357421875e+00,3.360558509826660156e+00,3.417106151580810547e+00
3.500000000000000000e+00,5.137046337127685547e+00,4.138919830322265625e+00,3.493735551834106445e+00,3.256116390228271484e+00,3.313789367675781250e+00
3.750000000000000000e+00,4.989088535308837891e+00,4.013175964355468750e+00,3.833511352539062500e+00,3.277541399002075195e+00,3.230169773101806641e+00
4.000000000000000000e+00,4.925653457641601562e+00,3.932059049606323242e+00,3.935456275939941406e+00,3.330637216567993164e+00,3.222185134887695312e+00
4.250000000000000000e+00,4.350953102111816406e+00,3.980994224548339844e+00,3.724762439727783203e+00,3.148688316345214844e+00,3.206043958663940430e+00
4.500000000000000000e+00,4.396545886993408203e+00,3.899049997329711914e+00,3.344028949737548828e+00,3.125151872634887695e+00,3.156738758087158203e+00
4.750000000000000000e+00,4.692286491394042969e+00,3.811823368072509766e+00,3.695600032806396484e+00,3.067357540130615234e+00,3.158768415451049805e+00
5.000000000000000000e+00,4.347520351409912109e+00,3.756770610809326172e+00,3.774458885192871094e+00,3.056088924407958984e+00,3.124817371368408203e+00
5.250000000000000000e+00,3.850493431091308594e+00,3.870168447494506836e+00,3.384328126907348633e+00,2.977792501449584961e+00,3.049622297286987305e+00
5.500000000000000000e+00,3.891485929489135742e+00,3.834096431732177734e+00,3.135884284973144531e+00,2.888508796691894531e+00,3.150115966796875000e+00
5.750000000000000000e+00,3.967311620712280273e+00,3.728219509124755859e+00,3.469058275222778320e+00,2.932310104370117188e+00,3.028238773345947266e+00
6.000000000000000000e+00,3.838773727416992188e+00,3.685985088348388672e+00,3.600424528121948242e+00,2.825745820999145508e+00,2.951041698455810547e+00
6.250000000000000000e+00,3.555063962936401367e+00,3.775235176086425781e+00,3.150188207626342773e+00,2.772117376327514648e+00,2.979238986968994141e+00
6.500000000000000000e+00,3.445399284362792969e+00,3.760156631469726562e+00,3.122536420822143555e+00,2.754075765609741211e+00,3.080962419509887695e+00
6.750000000000000000e+00,3.415414094924926758e+00,3.663798809051513672e+00,3.246948003768920898e+00,2.759188175201416016e+00,2.892990589141845703e+00
