2.500000000000000000e-01,1.319999992847442627e-02,1.049999985843896866e-02,1.070000045001506805e-02,1.059999968856573105e-02,1.669999957084655762e-02
5.000000000000000000e-01,1.150000002235174179e-02,1.400000043213367462e-02,1.669999957084655762e-02,2.590000070631504059e-02,2.199999988079071045e-02
7.500000000000000000e-01,1.059999968856573105e-02,2.720000036060810089e-02,1.370000001043081284e-02,1.229999959468841553e-02,1.360000018030405045e-02
1.000000000000000000e+00,1.449999958276748657e-02,2.439999952912330627e-02,2.070000022649765015e-02,3.139999881386756897e-02,2.400000020861625671e-02
1.250000000000000000e+00,2.250000089406967163e-02,1.169999968260526657e-02,4.219999909400939941e-02,4.050000011920928955e-02,3.750000149011611938e-02
1.500000000000000000e+00,1.539999991655349731e-02,1.009999960660934448e-02,6.750000268220901489e-02,3.579999879002571106e-02,4.720000177621841431e-02
1.750000000000000000e+00,2.150000073015689850e-02,2.080000005662441254e-02,5.799999833106994629e-02,3.009999915957450867e-02,5.849999934434890747e-02
2.000000000000000000e+00,1.659999974071979523e-02,6.930000334978103638e-02,4.980000108480453491e-02,4.930000007152557373e-02,6.350000202655792236e-02
2.250000000000000000e+00,3.050000034272670746e-02,1.020000036805868149e-02,7.299999892711639404e-02,7.549999654293060303e-02,1.008000001311302185e-01
2.500000000000000000e+00,3.379999846220016479e-02,1.209999993443489075e-02,8.780000358819961548e-02,9.170000255107879639e-02,1.254000067710876465e-01
2.750000000000000000e+00,3.040000051259994507e-02,1.279999967664480209e-02,1.156999990344047546e-01,9.610000252723693848e-02,1.313000023365020752e-01
3.000000000000000000e+00,3.559999912977218628e-02,2.390000037848949432e-02,1.070000007748603821e-01,1.211000010371208191e-01,1.305000036954879761e-01
3.250000000000000000e+00,4.410000145435333252e-02,1.059999968856573105e-02,1.375000029802322388e-01,1.594000011682510376e-01,1.694000065326690674e-01
3.500000000000000000e+00,4.360000044107437134e-02,9.999999776482582092e-03,1.486999988555908203e-01,1.747000068426132202e-01,1.797000020742416382e-01
3.750000000000000000e+00,5.099999904632568359e-02,1.810000091791152954e-02,1.761000007390975952e-01,1.632999926805496216e-01,1.891999989748001099e-01
4.000000000000000000e+00,4.740000143647193909e-02,1.920000091195106506e-02,1.777999997138977051e-01,2.152000069618225098e-01,1.868000030517578125e-01
4.250000000000000000e+00,6.129999831318855286e-02,9.999999776482582092e-03,1.957000046968460083e-01,1.988999992609024048e-01,2.168000042438507080e-01
4.500000000000000000e+00,6.899999827146530151e-02,9.999999776482582092e-03,1.999000012874603271e-01,1.871999949216842651e-01,2.211000025272369385e-01
4.750000000000000000e+00,7.020000368356704712e-02,1.630000025033950806e-02,2.025000005960464478e-01,1.860000044107437134e-01,2.365999966859817505e-01
5.000000000000000000e+00,7.909999787807464600e-02,1.899999938905239105e-02,2.065999954938888550e-01,2.498999983072280884e-01,2.419999986886978149e-01
5.250000000000000000e+00,7.789999991655349731e-02,1.379999984055757523e-02,2.104000002145767212e-01,2.714000046253204346e-01,2.565000057220458984e-01
5.500000000000000000e+00,7.440000027418136597e-02,1.009999960660934448e-02,2.105000019073486328e-01,2.363000065088272095e-01,2.265000045299530029e-01
5.750000000000000000e+00,8.929999917745590210e-02,1.820000074803829193e-02,2.396000027656555176e-01,2.472999989986419678e-01,2.277999967336654663e-01
6.000000000000000000e+00,1.044000014662742615e-01,2.270000055432319641e-02,2.410999983549118042e-01,2.931999862194061279e-01,2.257999926805496216e-01
6.250000000000000000e+00,1.608999967575073242e-01,1.339999958872795105e-02,2.460999935865402222e-01,2.680000066757202148e-01,2.621000111103057861e-01
6.500000000000000000e+00,1.781000047922134399e-01,1.190000027418136597e-02,2.502000033855438232e-01,2.422000020742416382e-01,2.495000064373016357e-01
6.750000000000000000e+00,1.821999996900558472e-01,3.200000151991844177e-02,2.648999989032745361e-01,2.425000071525573730e-01,2.671999931335449219e-01
7.000000000000000000e+00,1.705999970436096191e-01,3.770000115036964417e-02,2.644000053405761719e-01,3.066999912261962891e-01,2.502000033855438232e-01
